image_name,method,precision,recall,f1_score,tolerance_radius
106025.jpg,sobel,0.6831442463533225,0.29304750869061413,0.41015244891339603,1.0
106025.jpg,canny,0.3335145912633678,0.24566088117489987,0.282924579072807,1.0
253036.jpg,sobel,0.8879681803115678,0.6246211238050827,0.7333698330139611,1.0
253036.jpg,canny,0.727773695811903,0.5906380441264162,0.6520737327188939,1.0
299091.jpg,sobel,0.15641578732583222,0.5093014426727411,0.2393292003032871,1.0
299091.jpg,canny,0.16904205607476636,0.31422366992399564,0.21982529434105583,1.0
mean,,0.49297642619012655,0.4295821117322916,0.4229458480605668,1.0
