image_name,method,precision,recall,f1_score,tolerance_radius
106025.jpg,sobel,0.4638033495407888,0.19602694371503596,0.27557980900409274,0.0
106025.jpg,canny,0.2262098966829799,0.14248201849526201,0.17483889044550294,0.0
253036.jpg,sobel,0.583360954590653,0.38638858397365533,0.4648705758055996,0.0
253036.jpg,canny,0.4908155767817781,0.2933040614709111,0.36718427923594893,0.0
299091.jpg,sobel,0.08395032938844517,0.2829632540774219,0.12948475856487726,0.0
299091.jpg,canny,0.09252336448598131,0.15562978974258204,0.1160524580555352,0.0
mean,,0.323443911911771,0.2427991085791447,0.2546684618519261,0.0
