transform_mode,response_mode,use_gradient_assist,gradient_weight,gradient_mode,use_nms,use_morphological_closing,use_thinning,min_object_size,use_endpoint_linking,use_hysteresis,adaptive_use_hysteresis,adaptive_low_ratio,use_texture_suppression,texture_window_size,texture_weight,texture_suppression_mode,texture_strength,texture_gamma,use_tv_denoise,tv_weight,min_skeleton_length,min_component_mean_response,wavelet,level,use_diagonal_detail,diagonal_weight,fusion_mode,threshold_method,percentile,low_threshold_ratio,precision,recall,f1_score,edge_density,gt_density,density_ratio,balanced_score,tolerance_radius
dwt,weighted,False,0.2,multiply,True,False,False,0,False,False,True,0.7,False,15,0.0,linear,3.0,2.0,False,0.08,0,0.0,haar,1,True,0.0,weighted,otsu,92.0,0.45,0.6795019573259374,0.27676241383952016,0.3067670397328283,0.02610734386435321,0.03972988085137618,0.6571209561591054,0.3067670397328283,1
dwt,weighted,False,0.2,multiply,True,False,True,0,False,False,True,0.7,False,15,0.0,linear,3.0,2.0,False,0.08,0,0.0,haar,1,True,0.0,weighted,otsu,92.0,0.45,0.679979408881143,0.2664393002622205,0.30131147151590104,0.024626351729155466,0.03972988085137618,0.6198444345412152,0.30131147151590104,1
dwt,weighted,False,0.2,multiply,True,False,False,0,False,False,True,0.7,False,15,0.0,linear,3.0,2.0,False,0.08,5,0.0,haar,1,True,0.0,weighted,otsu,92.0,0.45,0.6954970624576912,0.19847937319472478,0.25811892475670395,0.017620783975924162,0.03972988085137618,0.4435145327189794,0.25811892475670395,1
dwt,weighted,False,0.2,multiply,True,False,True,0,False,False,True,0.7,False,15,0.0,linear,3.0,2.0,False,0.08,5,0.0,haar,1,True,0.0,weighted,otsu,92.0,0.45,0.6960613607030718,0.18560780655068596,0.24923011436534273,0.01593253929702528,0.03972988085137618,0.4010214716326964,0.24923011436534273,1
dwt,weighted,False,0.2,multiply,True,False,False,0,False,False,True,0.7,False,15,0.0,linear,3.0,2.0,False,0.08,10,0.0,haar,1,True,0.0,weighted,otsu,92.0,0.45,0.7118547525482574,0.11841427778703788,0.1844165943428184,0.009211943791383044,0.03972988085137618,0.23186431157950077,0.1844165943428184,1
dwt,weighted,False,0.2,multiply,True,False,True,0,False,False,True,0.7,False,15,0.0,linear,3.0,2.0,False,0.08,10,0.0,haar,1,True,0.0,weighted,otsu,92.0,0.45,0.718977684903897,0.11143889895757304,0.1790549530147398,0.007931727557895783,0.03972988085137618,0.1996413125716161,0.1790549530147398,1
