image_name,precision,recall,f1_score,tolerance_radius
106025.jpg,0.18802446309202106,0.15093047151501313,0.1674477517416086,0.0
253036.jpg,0.21104903786468032,0.29857299670691545,0.24729520865533228,0.0
299091.jpg,0.097265625,0.1467871880526626,0.11700211449604511,0.0
mean,0.16544637531890047,0.19876355209153038,0.17724835829766203,0.0
